Case Number,APS Filed,Suspicious Activity,Gender,DOB,US Citizen,State,Product
2022-10-03187,No,Producer Misconduct,Male,1/29/1954,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Male,7/7/1955,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Male,9/7/1962,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Male,2/20/1955,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Female,8/20/1959,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Male,6/10/1955,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Male,9/7/1956,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Female,6/23/1959,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Male,9/29/1951,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Female,2/4/1956,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Female,6/11/1957,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Female,4/12/1953,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Male,8/28/1953,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Male,9/3/1959,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Female,2/26/1957,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Male,7/6/1954,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Male,10/24/1955,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Male,2/26/1958,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Male,2/13/1962,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Female,8/28/1959,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Male,10/28/1956,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Female,7/6/1954,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Male,3/23/1961,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Female,11/12/1955,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Female,8/11/1954,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Female,10/7/1957,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Female,9/12/1955,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Male,6/11/1954,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Male,8/17/1957,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Female,1/8/1959,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Female,4/15/1954,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Male,9/23/1955,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Female,11/4/1962,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Female,10/21/1953,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Male,5/16/1951,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Female,4/13/1954,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Male,5/31/1949,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Male,6/12/1953,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Female,12/17/1958,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Female,3/19/1962,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Male,5/9/1957,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Male,5/27/1953,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Female,11/30/1955,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Female,1/24/1953,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Female,10/28/1958,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Male,2/27/1963,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Female,2/9/1949,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Female,12/31/1959,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Male,3/4/1953,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Male,2/12/1963,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Female,4/30/1961,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Female,9/3/1955,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Female,10/13/1959,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Female,2/22/1957,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Female,9/14/1958,Yes,Michigan,Fixed Annuity
2022-10-03187,No,Producer Misconduct,Female,5/9/1958,Yes,Michigan,Fixed Annuity
2022-04-01179,No,Account Takeover,Male,8/21/1977,Yes,Washington,Retirement Plan
2021-07-02212,No,Unusual/unexplained Activity,Female,1/12/1959,Yes,New Jersey,Fixed Annuity
2022-04-01072,No,Suspicious Call,Male,3/23/1941,Yes,Maryland,Variable Annuity
2021-06-01838,No,Unusual/unexplained Activity,Male,10/1/1985,No,Washington,Life Insurance
2021-04-00955,No,Elder Financial Exploitation,Female,3/8/1935,Yes,California,Retirement Plan
2022-12-03651,No,Elder Financial Exploitation,Male,2/21/1968,Yes,Minnesota,Retirement Plan
2022-05-01258,No,Account Takeover,Male,10/18/1961,Yes,Florida,Retirement Plan
2021-08-02434,No,Fraudulent Patterns,Female,3/2/1977,Yes,Florida,Retirement Plan
2022-01-00187,No,Unusual/unexplained Activity,Male,9/4/1949,Yes,Arizona,Fixed Annuity
2021-02-00331,No,ACH Fraud,Female,8/19/1937,Yes,New York,Retirement Plan
2021-07-01939,No,Suspicious Call,Male,7/13/1986,Yes,Florida,Retirement Plan
2022-06-01658,No,Unusual/unexplained Activity,Female,7/10/1957,Yes,Pennsylvania,Life Insurance
2021-09-02632,No,Check Fraud,Female,12/14/1988,Yes,California,Retirement Plan
2022-03-00569,No,Unusual/unexplained Activity,Male,5/14/1983,Yes,Oregon,Life Insurance
2022-03-00569,No,Unusual/unexplained Activity,Female,3/10/1986,No,Oregon,Life Insurance
2022-10-03101,No,Suspicious Call,Female,11/13/1947,Yes,Ohio,Retirement Plan
2021-01-00273,No,Fraudulent Patterns,Female,10/27/1951,No,Massachusetts,Retirement Plan
2022-08-02438,No,ACH Fraud,Male,8/29/1983,Yes,New York,Life Insurance
2022-04-01210,No,Fraudulent Patterns,Female,3/16/1962,Yes,Tennessee,Life Insurance
2022-12-03752,No,Elder Financial Exploitation,Female,12/19/1979,Yes,Virginia,Life Insurance
2022-08-02509,No,Fraudulent Patterns,Female,12/7/1944,Yes,Florida,Life Insurance
2022-07-01986,No,Producer Misconduct,Male,10/28/1954,Yes,Massachusetts,Life Insurance
2021-08-02453,No,Check Fraud,Male,12/25/1964,Yes,Nebraska,Life Insurance
2022-12-03597,No,Fraudulent Patterns,Male,12/10/1956,Yes,California,Life Insurance
2022-06-01889,No,Suspicious Call,Female,11/6/1962,Yes,Texas,Life Insurance
2021-08-02380,No,Money Laundering,Male,5/29/1959,Yes,Massachusetts,Fixed Annuity
2021-04-01128,No,Unusual/unexplained Activity,Female,3/9/1930,Yes,Massachusetts,Fixed Annuity
2021-04-01128,No,Unusual/unexplained Activity,Female,5/27/1961,Yes,Massachusetts,Fixed Annuity
2022-12-03899,No,Unusual/unexplained Activity,Female,1/17/1971,Yes,Ohio,Life Insurance
2021-11-03304,No,Unknown Source of Funds,Female,8/17/1953,Yes,Florida,Fixed Annuity
2022-09-02795,No,Fraudulent Documents,Female,3/1/1948,Yes,New York,Retirement Plan
2021-12-03693,No,ACH Fraud,Female,3/3/1965,Yes,New York,Life Insurance
2021-11-03186,No,Unusual/unexplained Activity,Male,11/12/1964,Yes,Nevada,Life Insurance
2022-11-03349,No,Unusual/unexplained Activity,Male,4/8/1990,Yes,Texas,Life Insurance
2021-06-01880,No,Unusual/unexplained Activity,Male,12/6/1968,Yes,District of Columbia,Life Insurance
2022-01-00228,No,Fraudulent Patterns,Female,4/15/1954,Yes,Missouri,Life Insurance
2021-03-00809,No,Check Fraud,Male,7/13/1944,Yes,Texas,Variable Annuity
2022-10-03196,No,Money Laundering,Male,2/14/1959,Yes,New York,Variable Annuity
2022-07-02042,No,Elder Financial Exploitation,Male,1/22/1937,Yes,Maryland,Variable Annuity
2021-07-02162,No,Unusual/unexplained Activity,Male,1/21/1986,Yes,California,Life Insurance
2021-11-03242,No,Money Laundering,Female,3/21/1963,Yes,California,Fixed Annuity
2021-11-03465,No,Unusual/unexplained Activity,Male,4/25/1954,Yes,California,Fixed Annuity
2022-12-03879,No,Suspicious Call,Male,7/29/1960,Yes,North Carolina,Life Insurance
2021-08-02265,No,Unusual/unexplained Activity,Female,2/12/1975,Yes,Connecticut,Life Insurance
2021-09-02714,Yes,Elder Financial Exploitation,Male,10/16/1946,Yes,Pennsylvania,Variable Annuity
2021-05-01516,No,Producer Misconduct,Male,9/30/1960,Yes,Michigan,Fixed Annuity
2021-05-01516,No,Producer Misconduct,Male,12/17/1940,Yes,Michigan,Fixed Annuity
2021-05-01516,No,Producer Misconduct,Male,9/19/1949,Yes,Michigan,Fixed Annuity
2021-05-01516,No,Producer Misconduct,Female,2/26/1965,Yes,Michigan,Fixed Annuity
2021-05-01516,No,Producer Misconduct,Male,8/28/1947,Yes,Michigan,Fixed Annuity
2021-05-01516,No,Producer Misconduct,Male,5/31/1950,Yes,Michigan,Fixed Annuity
2021-05-01516,No,Producer Misconduct,Male,12/1/1954,Yes,Michigan,Fixed Annuity
2021-05-01516,No,Producer Misconduct,Female,4/22/1947,Yes,Michigan,Fixed Annuity
2021-05-01516,No,Producer Misconduct,Male,3/20/1949,Yes,Michigan,Fixed Annuity
2021-05-01516,No,Producer Misconduct,Male,10/15/1965,Yes,Michigan,Fixed Annuity
2021-05-01516,No,Producer Misconduct,Female,9/23/1956,Yes,Michigan,Fixed Annuity
2021-05-01516,No,Producer Misconduct,Female,12/22/1941,Yes,Michigan,Fixed Annuity
2021-05-01516,No,Producer Misconduct,Female,11/16/1942,Yes,Michigan,Fixed Annuity
2021-05-01516,No,Producer Misconduct,Female,5/18/1984,Yes,Michigan,Fixed Annuity
2021-05-01516,No,Producer Misconduct,Female,11/6/1962,Yes,Michigan,Fixed Annuity
2021-01-00017,No,Unusual/unexplained Activity,Male,9/7/1956,Yes,Michigan,Fixed Annuity
2021-10-03110,No,Fraudulent Patterns,Male,5/18/1947,Yes,Hawaii,Life Insurance
2021-07-02175,No,Fraudulent Patterns,Female,6/2/1961,Yes,New York,Life Insurance
2022-04-01088,No,Unusual/unexplained Activity,Female,7/4/1972,Yes,California,Life Insurance
2022-04-01088,No,Unusual/unexplained Activity,Female,4/20/1966,Yes,California,Life Insurance
2022-01-00285,No,Producer Misconduct,Female,7/31/1962,Yes,California,Life Insurance
2021-02-00297,No,Unusual/unexplained Activity,Male,1/19/1986,No,Maryland,Life Insurance
2022-06-01624,No,Suspicious Call,Male,2/12/1940,Yes,California,Life Insurance
2022-11-03589,No,Money Laundering,Male,5/29/1967,Yes,New Jersey,Variable Annuity
2022-08-02284,No,Suspicious Call,Male,11/12/1987,Yes,Colorado,Life Insurance
2021-10-02908,No,Elder Financial Exploitation,Female,8/23/1939,Yes,Connecticut,Variable Annuity
2022-04-00954,No,Fraudulent Patterns,Female,12/31/1946,Yes,Pennsylvania,Variable Annuity
2021-02-00300,No,Unusual/unexplained Activity,Female,12/20/1977,No,Ohio,Life Insurance
2022-08-02274,No,Identity Theft,Female,8/16/1959,Yes,Ohio,Retirement Plan
2021-09-02872,No,ACH Fraud,Male,7/6/1954,Yes,New Jersey,Variable Annuity
2021-10-02974,No,ACH Fraud,Male,6/4/1952,Yes,Louisiana,Life Insurance
2022-09-02829,No,Unusual/unexplained Activity,Female,11/26/1931,Yes,Kentucky,Fixed Annuity
2022-01-00160,No,Fraudulent Patterns,Female,9/27/1969,Yes,Florida,Life Insurance
2022-03-00638,No,Identity Theft,Female,8/21/1932,Yes,Connecticut,Variable Annuity
2022-04-01169,No,Producer Misconduct,Female,8/4/1987,Yes,Washington,Life Insurance
2022-04-01169,No,Producer Misconduct,Female,6/18/1992,No,Washington,Life Insurance
2022-04-01169,No,Producer Misconduct,Male,12/29/1982,Yes,Washington,Life Insurance
2022-04-01169,No,Producer Misconduct,Female,2/18/1993,Yes,Washington,Life Insurance
2022-04-01169,No,Producer Misconduct,Male,5/26/1982,Yes,Washington,Life Insurance
2022-04-01169,No,Producer Misconduct,Male,8/7/1991,No,Washington,Life Insurance
2022-04-01169,No,Producer Misconduct,Male,5/26/1987,Yes,Washington,Life Insurance
2022-04-01169,No,Producer Misconduct,Male,5/8/1995,No,Washington,Life Insurance
2022-04-01169,No,Producer Misconduct,Male,5/9/1984,Yes,Washington,Life Insurance
2022-04-01169,No,Producer Misconduct,Female,1/4/1985,Yes,Washington,Life Insurance
2022-04-01169,No,Producer Misconduct,Female,3/9/1977,Yes,Washington,Life Insurance
2022-04-01169,No,Producer Misconduct,Male,7/10/1983,Yes,Washington,Life Insurance
2022-04-01169,No,Producer Misconduct,Female,2/12/1983,Yes,Washington,Life Insurance
2022-04-01169,No,Producer Misconduct,Female,11/18/1992,No,Washington,Life Insurance
2022-04-01169,No,Producer Misconduct,Male,8/21/1979,Yes,Washington,Life Insurance
2022-04-01169,No,Producer Misconduct,Male,10/23/1981,No,Washington,Life Insurance
2022-04-01169,No,Producer Misconduct,Female,6/2/1987,No,Washington,Life Insurance
2022-04-01169,No,Producer Misconduct,Female,5/1/1975,Yes,Washington,Life Insurance
2022-04-01169,No,Producer Misconduct,Female,3/16/1987,Yes,Washington,Life Insurance
2022-04-01169,No,Producer Misconduct,Male,7/13/1990,No,Washington,Life Insurance
2022-04-01169,No,Producer Misconduct,Female,2/5/1989,No,Washington,Life Insurance
2022-04-01169,No,Producer Misconduct,Male,4/20/1999,Yes,Washington,Life Insurance
2022-04-01169,No,Producer Misconduct,Female,8/12/1990,Yes,Washington,Life Insurance
2022-04-01169,No,Producer Misconduct,Male,6/23/1988,No,Washington,Life Insurance
2022-04-01169,No,Producer Misconduct,Male,10/15/1975,Yes,Washington,Life Insurance
2022-04-01169,No,Producer Misconduct,Female,1/23/1996,No,Washington,Life Insurance
2022-04-01169,No,Producer Misconduct,Male,1/18/1983,No,Washington,Life Insurance
2022-04-01169,No,Producer Misconduct,Female,10/3/1985,Yes,Washington,Life Insurance
2022-04-01169,No,Producer Misconduct,Female,6/1/1986,No,Washington,Life Insurance
2021-07-01989,No,Fraudulent Patterns,Female,1/24/1951,Yes,Connecticut,Life Insurance
2021-06-01760,No,Suspicious Call,Male,8/6/1968,Yes,Maryland,Life Insurance
2021-07-02115,No,Unusual/unexplained Activity,Male,3/23/1956,Yes,Virginia,Fixed Annuity
2021-07-02115,No,Unusual/unexplained Activity,Female,3/27/1964,Yes,Virginia,Fixed Annuity
2021-10-02936,No,ACH Fraud,Male,12/1/1977,Yes,Texas,Life Insurance
2021-07-01944,No,ACH Fraud,Male,8/14/1967,Yes,Oklahoma,Retirement Plan
2021-12-03772,No,Unusual/unexplained Activity,Male,5/31/1976,Yes,California,Fixed Annuity
2021-12-03772,No,Unusual/unexplained Activity,Female,5/3/1945,Yes,California,Fixed Annuity
2022-06-01922,No,Fraudulent Patterns,Female,8/5/1947,Yes,California,Life Insurance
2022-09-02775,No,ACH Fraud,Male,2/11/1973,Yes,New Jersey,Retirement Plan
2022-09-02918,No,Identity Theft,Female,3/23/1955,Yes,New York,Life Insurance
2021-01-00089,No,Unusual/unexplained Activity,Male,6/26/1955,No,Louisiana,Life Insurance
2021-04-00995,No,Unusual/unexplained Activity,Female,4/11/1970,No,California,Life Insurance
2022-10-03014,No,Suspicious Call,Female,12/1/1995,Yes,Minnesota,Life Insurance
2021-05-01425,No,Fraudulent Patterns,Male,10/17/1954,Yes,California,Life Insurance
2021-08-02351,No,Elder Financial Exploitation,Female,9/18/1944,Yes,North Carolina,Life Insurance
2022-12-03633,No,Fraudulent Patterns,Female,1/5/1979,Yes,Utah,Life Insurance
2022-12-03633,No,Fraudulent Patterns,Male,6/22/1952,Yes,Utah,Life Insurance
2022-07-02180,No,Producer Misconduct,Female,4/15/1949,Yes,Michigan,Fixed Annuity
2022-07-02180,No,Producer Misconduct,Female,10/26/1957,Yes,Michigan,Fixed Annuity
2022-07-02180,No,Producer Misconduct,Male,12/20/1972,Yes,Michigan,Fixed Annuity
2022-07-02180,No,Producer Misconduct,Female,2/21/1941,Yes,Michigan,Fixed Annuity
2022-07-02180,No,Producer Misconduct,Male,8/8/1948,Yes,Michigan,Fixed Annuity
2022-07-02180,No,Producer Misconduct,Male,7/23/1947,Yes,Michigan,Fixed Annuity
2022-07-02180,No,Producer Misconduct,Female,5/22/1956,Yes,Michigan,Fixed Annuity
2022-07-02180,No,Producer Misconduct,Female,7/12/1973,Yes,Michigan,Fixed Annuity
2022-07-02180,No,Producer Misconduct,Male,11/22/1960,Yes,Michigan,Fixed Annuity
2022-07-02180,No,Producer Misconduct,Female,2/20/1953,Yes,Michigan,Fixed Annuity
2022-07-02180,No,Producer Misconduct,Male,5/11/1965,Yes,Michigan,Fixed Annuity
2022-07-02180,No,Producer Misconduct,Male,2/9/1946,Yes,Michigan,Fixed Annuity
2022-07-02180,No,Producer Misconduct,Male,1/21/1957,Yes,Michigan,Fixed Annuity
2022-07-02180,No,Producer Misconduct,Male,2/17/1955,Yes,Michigan,Fixed Annuity
2022-07-02180,No,Producer Misconduct,Male,4/5/1952,Yes,Michigan,Fixed Annuity
2022-07-02180,No,Producer Misconduct,Male,3/25/1969,Yes,Michigan,Fixed Annuity
2022-07-02180,No,Producer Misconduct,Male,3/14/1957,Yes,Michigan,Fixed Annuity
2022-08-02430,No,Money Laundering,Female,7/21/1958,Yes,Nebraska,Life Insurance
2021-02-00304,No,Account Takeover,Male,3/12/1969,No,Ohio,Life Insurance
2021-02-00304,No,Account Takeover,Male,6/1/1957,No,Ohio,Life Insurance
2021-02-00304,No,Account Takeover,Female,8/9/1961,No,Ohio,Life Insurance
2021-02-00304,No,Account Takeover,Male,10/27/1952,No,Ohio,Life Insurance
2021-02-00304,No,Account Takeover,Female,8/4/1950,No,Ohio,Life Insurance
2021-02-00304,No,Account Takeover,Male,5/4/1958,No,Ohio,Life Insurance
2021-02-00304,No,Account Takeover,Female,7/15/1955,No,Ohio,Life Insurance
2021-02-00304,No,Account Takeover,Male,11/2/1947,No,Ohio,Life Insurance
2021-02-00304,No,Account Takeover,Male,10/3/1963,No,Ohio,Life Insurance
2021-02-00304,No,Account Takeover,Female,10/31/1952,No,Ohio,Life Insurance
2021-02-00304,No,Account Takeover,Female,5/15/1974,No,Ohio,Life Insurance
2021-02-00304,No,Account Takeover,Female,12/11/1974,No,Ohio,Life Insurance
2021-02-00304,No,Account Takeover,Male,12/6/1955,No,Ohio,Life Insurance
2021-02-00304,No,Account Takeover,Male,6/10/1964,No,Ohio,Life Insurance
2021-02-00304,No,Account Takeover,Male,12/1/1961,No,Ohio,Life Insurance
2021-09-02712,No,Suspicious Call,Male,3/15/1965,Yes,Ohio,Life Insurance
2021-03-00726,No,Suspicious Call,Female,10/12/1970,Yes,Maryland,Life Insurance
2021-03-00908,No,Suspicious Call,Male,5/11/1935,Yes,Texas,Retirement Plan
2022-01-00248,No,Fraudulent Documents,Female,2/18/1988,Yes,Arizona,Life Insurance
2021-01-00084,No,Unusual/unexplained Activity,Female,11/10/1990,No,California,Life Insurance
2021-08-02266,No,Suspicious Call,Male,4/12/1963,Yes,New Jersey,Life Insurance
2022-08-02297,No,Suspicious Call,Female,6/26/1970,Yes,Texas,Retirement Plan
2022-12-03762,No,Unusual/unexplained Activity,Male,7/30/1928,Yes,Ohio,Life Insurance
2022-08-02502,No,Fraudulent Patterns,Female,12/29/1932,Yes,Louisiana,Life Insurance
2022-11-03323,No,Account Takeover,Male,9/7/1950,Yes,California,Life Insurance
2022-06-01918,No,ACH Fraud,Male,9/10/1955,Yes,Texas,Retirement Plan
2022-06-01884,No,Suspicious Call,Male,1/6/1966,Yes,Massachusetts,Life Insurance
2022-02-00382,No,Suspicious Call,Male,12/17/1966,Yes,Alabama,Retirement Plan
2021-10-03059,No,Fraudulent Documents,Male,9/6/1963,Yes,California,Life Insurance
2021-10-03059,No,Fraudulent Documents,Male,12/17/1965,Yes,California,Life Insurance
2022-11-03420,No,Account Takeover,Female,12/10/1939,Yes,Colorado,Variable Annuity
2021-07-01998,No,Suspicious Call,Female,3/23/1970,Yes,South Carolina,Life Insurance
2022-09-02818,No,Account Takeover,Male,7/3/1939,Yes,North Carolina,Life Insurance
2022-05-01588,No,Elder Financial Exploitation,Female,12/26/1949,Yes,California,Variable Annuity
2021-09-02713,No,Check Fraud,Male,7/14/1994,Yes,Washington,Variable Annuity
2022-04-01180,No,Account Takeover,Male,7/18/1962,Yes,Georgia,Life Insurance
2021-07-02012,No,Check Fraud,Male,6/9/1945,Yes,Arkansas,Life Insurance
2022-08-02280,No,Unusual/unexplained Activity,Male,9/11/1961,Yes,Missouri,Life Insurance
2022-08-02280,No,Unusual/unexplained Activity,Female,11/13/1952,Yes,Missouri,Life Insurance
2022-11-03515,No,Suspicious Call,Male,8/29/1997,Yes,Nebraska,Life Insurance
2022-05-01559,No,Unusual/unexplained Activity,Female,12/29/1961,Yes,Kansas,Retirement Plan
